Format,Matches,Innings,Runs,Balls,Highest,Average,SR,Not Out,Fours,Sixes,Ducks,50s,100s,200s,300s,400s,player_name,Country
T20,5.0,5.0,211.0,146.0,108.0,70.33,144.53,2.0,18.0,9.0,1.0,1.0,1.0,0.0,0.0,0.0,Joe Burns,Australia
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Joe Burns,Australia
Test,72.0,88.0,510.0,1180.0,39.0,11.86,43.23,45.0,73.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia
ODI,91.0,35.0,131.0,161.0,23.0,16.38,81.37,27.0,14.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia
T20,52.0,10.0,29.0,27.0,13.0,9.67,107.41,7.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia
IPL,28.0,6.0,19.0,28.0,7.0,0.0,67.86,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Josh Hazlewood,Australia
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marcus Stoinis,Australia
ODI,71.0,64.0,1495.0,1591.0,146.0,26.7,93.97,8.0,134.0,49.0,5.0,6.0,1.0,0.0,0.0,0.0,Marcus Stoinis,Australia
T20,74.0,61.0,1245.0,838.0,78.0,31.92,148.57,22.0,99.0,63.0,2.0,5.0,0.0,0.0,0.0,0.0,Marcus Stoinis,Australia
IPL,97.0,89.0,1886.0,1329.0,124.0,28.15,141.92,22.0,151.0,93.0,9.0,9.0,1.0,0.0,0.0,0.0,Marcus Stoinis,Australia
Test,57.0,102.0,4396.0,8463.0,215.0,46.77,51.95,8.0,490.0,12.0,4.0,23.0,11.0,2.0,0.0,0.0,Marnus Labuschagne,Australia
ODI,63.0,56.0,1869.0,2228.0,124.0,35.94,83.89,4.0,154.0,10.0,3.0,12.0,2.0,0.0,0.0,0.0,Marnus Labuschagne,Australia
T20,1.0,1.0,2.0,4.0,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marnus Labuschagne,Australia
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marnus Labuschagne,Australia
Test,36.0,63.0,1613.0,3203.0,117.0,29.87,50.36,9.0,175.0,12.0,3.0,5.0,4.0,0.0,0.0,0.0,Matthew Wade,Australia
ODI,97.0,83.0,1867.0,2288.0,100.0,26.3,81.6,12.0,129.0,34.0,5.0,11.0,1.0,0.0,0.0,0.0,Matthew Wade,Australia
T20,92.0,68.0,1202.0,896.0,80.0,26.13,134.16,22.0,95.0,46.0,1.0,3.0,0.0,0.0,0.0,0.0,Matthew Wade,Australia
IPL,15.0,14.0,183.0,177.0,35.0,13.07,103.39,0.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Matthew Wade,Australia
Test,2.0,3.0,56.0,72.0,35.0,18.67,77.78,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Neser,Australia
ODI,4.0,4.0,11.0,29.0,6.0,2.75,37.94,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Michael Neser,Australia
T20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Neser,Australia
IPL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Michael Neser,Australia
Test,96.0,139.0,2217.0,3689.0,99.0,20.15,60.1,29.0,220.0,49.0,14.0,10.0,0.0,0.0,0.0,0.0,Mitchell Starc,Australia
ODI,127.0,75.0,577.0,744.0,52.0,12.02,77.56,27.0,42.0,14.0,12.0,1.0,0.0,0.0,0.0,0.0,Mitchell Starc,Australia
T20,65.0,21.0,98.0,100.0,14.0,9.8,98.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitchell Starc,Australia
IPL,41.0,18.0,107.0,114.0,29.0,10.7,93.86,8.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Mitchell Starc,Australia
Test,4.0,5.0,28.0,54.0,15.0,7.0,51.86,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia
ODI,3.0,1.0,2.0,2.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia
T20,8.0,5.0,32.0,23.0,14.0,0.0,139.14,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mitchell Swepson,Australia
Test,4.0,8.0,164.0,346.0,81.0,23.43,47.4,1.0,12.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,Moises Henriques,Australia
ODI,16.0,15.0,117.0,192.0,22.0,9.0,60.94,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Moises Henriques,Australia
T20,24.0,21.0,355.0,285.0,62.0,20.88,124.57,4.0,17.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,Moises Henriques,Australia
IPL,62.0,54.0,1000.0,788.0,74.0,27.78,126.91,18.0,87.0,28.0,2.0,5.0,0.0,0.0,0.0,0.0,Moises Henriques,Australia
Test,136.0,171.0,1595.0,3110.0,47.0,12.86,51.29,47.0,201.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,Nathan Lyon,Australia
ODI,29.0,14.0,77.0,83.0,30.0,19.25,92.78,10.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,Nathan Lyon,Australia
T20,2.0,1.0,4.0,4.0,4.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nathan Lyon,Australia
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nathan Lyon,Australia
Test,67.0,97.0,1454.0,3155.0,64.0,17.31,46.09,13.0,144.0,31.0,13.0,3.0,0.0,0.0,0.0,0.0,Pat Cummins,Australia
ODI,90.0,59.0,537.0,703.0,37.0,14.51,76.39,22.0,43.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,Pat Cummins,Australia
T20,57.0,27.0,158.0,133.0,28.0,10.53,118.8,12.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,Pat Cummins,Australia
IPL,59.0,42.0,515.0,345.0,66.0,19.81,149.28,16.0,33.0,34.0,4.0,3.0,0.0,0.0,0.0,0.0,Pat Cummins,Australia
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Abbott,Australia
ODI,28.0,21.0,374.0,388.0,69.0,19.68,96.4,2.0,32.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,Sean Abbott,Australia
T20,20.0,7.0,25.0,27.0,12.0,5.0,92.6,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Sean Abbott,Australia
IPL,3.0,3.0,22.0,18.0,14.0,7.33,122.23,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Sean Abbott,Australia
Test,116.0,206.0,10271.0,19176.0,239.0,56.75,53.57,25.0,1116.0,61.0,11.0,41.0,36.0,4.0,0.0,0.0,Steven Smith,Australia
ODI,170.0,154.0,5800.0,6669.0,164.0,43.28,86.97,20.0,521.0,58.0,8.0,35.0,12.0,0.0,0.0,0.0,Steven Smith,Australia
T20,67.0,55.0,1094.0,872.0,90.0,24.86,125.46,11.0,96.0,26.0,1.0,5.0,0.0,0.0,0.0,0.0,Steven Smith,Australia
IPL,103.0,93.0,2485.0,1940.0,101.0,34.51,128.1,21.0,225.0,60.0,1.0,11.0,1.0,0.0,0.0,0.0,Steven Smith,Australia
Test,35.0,57.0,1535.0,3355.0,92.0,32.66,45.76,10.0,172.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,Tim Paine,Australia
ODI,35.0,35.0,890.0,1257.0,111.0,27.81,70.81,3.0,96.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,Tim Paine,Australia
T20,12.0,9.0,82.0,77.0,25.0,10.25,106.5,1.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Tim Paine,Australia
IPL,2.0,2.0,10.0,26.0,8.0,5.0,38.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tim Paine,Australia
Test,56.0,93.0,3719.0,5472.0,175.0,42.75,67.97,6.0,454.0,32.0,7.0,18.0,9.0,0.0,0.0,0.0,Travis Head,Australia
ODI,73.0,70.0,2767.0,2638.0,154.0,43.23,104.9,6.0,315.0,67.0,3.0,17.0,6.0,0.0,0.0,0.0,Travis Head,Australia
T20,38.0,37.0,1093.0,681.0,91.0,33.12,160.5,4.0,114.0,53.0,2.0,5.0,0.0,0.0,0.0,0.0,Travis Head,Australia
IPL,26.0,26.0,839.0,475.0,102.0,38.14,176.64,4.0,85.0,43.0,4.0,6.0,1.0,0.0,0.0,0.0,Travis Head,Australia
Test,1.0,2.0,72.0,126.0,62.0,36.0,57.15,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Will Pucovski,Australia
ODI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Pucovski,Australia
T20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Pucovski,Australia
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Will Pucovski,Australia
Test,3.0,6.0,192.0,359.0,94.0,32.0,53.49,0.0,20.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Fakhar Zaman,Pakistan
ODI,86.0,85.0,3651.0,3890.0,210.0,46.22,93.86,6.0,409.0,79.0,6.0,17.0,11.0,1.0,0.0,0.0,Fakhar Zaman,Pakistan
T20,92.0,84.0,1848.0,1390.0,91.0,22.81,132.95,3.0,172.0,76.0,6.0,11.0,0.0,0.0,0.0,0.0,Fakhar Zaman,Pakistan
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fakhar Zaman,Pakistan
Test,24.0,46.0,1568.0,3404.0,157.0,37.33,46.07,4.0,170.0,12.0,4.0,9.0,3.0,0.0,0.0,0.0,Imam-ul-Haq,Pakistan
ODI,73.0,72.0,3148.0,3827.0,151.0,47.7,82.26,6.0,253.0,30.0,3.0,20.0,9.0,0.0,0.0,0.0,Imam-ul-Haq,Pakistan
T20,2.0,2.0,21.0,25.0,14.0,10.5,84.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Imam-ul-Haq,Pakistan
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Imam-ul-Haq,Pakistan
Test,59.0,108.0,4235.0,7787.0,196.0,42.78,54.39,9.0,495.0,23.0,8.0,29.0,9.0,0.0,0.0,0.0,babar-azam,Pakistan
ODI,128.0,125.0,6106.0,6945.0,158.0,55.51,87.92,15.0,565.0,63.0,4.0,35.0,19.0,0.0,0.0,0.0,babar-azam,Pakistan
T20,128.0,121.0,4223.0,3268.0,122.0,39.84,129.23,15.0,447.0,73.0,7.0,36.0,3.0,0.0,0.0,0.0,babar-azam,Pakistan
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,babar-azam,Pakistan
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asif-ali,Pakistan
ODI,21.0,16.0,382.0,314.0,52.0,25.47,121.66,1.0,22.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,asif-ali,Pakistan
T20,58.0,51.0,577.0,431.0,41.0,15.18,133.88,13.0,27.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,asif-ali,Pakistan
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,asif-ali,Pakistan
Test,16.0,27.0,847.0,1936.0,147.0,32.58,43.75,1.0,74.0,13.0,1.0,3.0,2.0,0.0,0.0,0.0,haris-sohail,Pakistan
ODI,45.0,44.0,1749.0,2045.0,130.0,44.85,85.53,5.0,138.0,28.0,1.0,14.0,2.0,0.0,0.0,0.0,haris-sohail,Pakistan
T20,14.0,13.0,210.0,204.0,52.0,19.09,102.95,2.0,16.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,haris-sohail,Pakistan
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,haris-sohail,Pakistan
Test,55.0,105.0,3652.0,6520.0,224.0,37.65,56.02,8.0,455.0,28.0,8.0,12.0,10.0,1.0,0.0,0.0,mohammad-hafeez,Pakistan
ODI,218.0,216.0,6614.0,8634.0,140.0,32.91,76.61,15.0,664.0,110.0,19.0,38.0,11.0,0.0,0.0,0.0,mohammad-hafeez,Pakistan
T20,119.0,108.0,2514.0,2060.0,99.0,26.46,122.04,13.0,251.0,76.0,7.0,14.0,0.0,0.0,0.0,0.0,mohammad-hafeez,Pakistan
IPL,8.0,8.0,64.0,83.0,16.0,9.14,77.11,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,mohammad-hafeez,Pakistan
Test,35.0,60.0,1898.0,4155.0,245.0,35.15,45.68,6.0,239.0,17.0,6.0,8.0,3.0,1.0,0.0,0.0,shoaib-malik,Pakistan
ODI,287.0,258.0,7534.0,9199.0,143.0,34.56,81.91,40.0,603.0,113.0,15.0,44.0,9.0,0.0,0.0,0.0,shoaib-malik,Pakistan
T20,124.0,111.0,2435.0,1938.0,75.0,31.22,125.65,33.0,196.0,69.0,2.0,9.0,0.0,0.0,0.0,0.0,shoaib-malik,Pakistan
IPL,7.0,5.0,52.0,47.0,24.0,13.0,110.64,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shoaib-malik,Pakistan
Test,6.0,11.0,300.0,479.0,56.0,33.33,62.64,2.0,38.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,shadab-khan,Pakistan
ODI,70.0,44.0,855.0,997.0,86.0,25.91,85.76,11.0,51.0,19.0,3.0,4.0,0.0,0.0,0.0,0.0,shadab-khan,Pakistan
T20,109.0,56.0,737.0,530.0,52.0,17.55,139.06,14.0,51.0,36.0,6.0,1.0,0.0,0.0,0.0,0.0,shadab-khan,Pakistan
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shadab-khan,Pakistan
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,imad-wasim,Pakistan
ODI,55.0,40.0,986.0,894.0,63.0,42.87,110.3,17.0,91.0,19.0,1.0,5.0,0.0,0.0,0.0,0.0,imad-wasim,Pakistan
T20,75.0,50.0,554.0,426.0,64.0,15.83,130.05,15.0,55.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,imad-wasim,Pakistan
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,imad-wasim,Pakistan
Test,54.0,95.0,3031.0,4320.0,118.0,36.96,70.17,13.0,309.0,9.0,4.0,21.0,4.0,0.0,0.0,0.0,sarfaraz-ahmed,Pakistan
ODI,117.0,91.0,2315.0,2635.0,105.0,33.55,87.86,22.0,174.0,12.0,1.0,11.0,2.0,0.0,0.0,0.0,sarfaraz-ahmed,Pakistan
T20,61.0,42.0,818.0,653.0,89.0,27.27,125.27,12.0,79.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,sarfaraz-ahmed,Pakistan
IPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sarfaraz-ahmed,Pakistan
Test,56.0,102.0,3538.0,7886.0,218.0,36.1,44.87,4.0,405.0,41.0,5.0,17.0,8.0,1.0,0.0,0.0,Darren Bravo,West Indies
ODI,122.0,117.0,3109.0,4434.0,124.0,29.61,70.12,12.0,252.0,75.0,9.0,18.0,4.0,0.0,0.0,0.0,Darren Bravo,West Indies
T20,26.0,22.0,405.0,379.0,43.0,21.32,106.87,3.0,32.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,Darren Bravo,West Indies
IPL,1.0,1.0,6.0,5.0,6.0,0.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Darren Bravo,West Indies
Test,56.0,102.0,3538.0,7886.0,218.0,36.1,44.87,4.0,405.0,41.0,5.0,17.0,8.0,1.0,0.0,0.0,Chris Gayle,West Indies
ODI,122.0,117.0,3109.0,4434.0,124.0,29.61,70.12,12.0,252.0,75.0,9.0,18.0,4.0,0.0,0.0,0.0,Chris Gayle,West Indies
T20,26.0,22.0,405.0,379.0,43.0,21.32,106.87,3.0,32.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,Chris Gayle,West Indies
IPL,1.0,1.0,6.0,5.0,6.0,0.0,120.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chris Gayle,West Indies
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Evin Lewis,West Indies
ODI,63.0,60.0,2131.0,2472.0,176.0,38.05,86.21,4.0,206.0,69.0,3.0,11.0,5.0,0.0,0.0,0.0,Evin Lewis,West Indies
T20,61.0,60.0,1643.0,1081.0,125.0,28.82,151.99,3.0,125.0,124.0,5.0,12.0,2.0,0.0,0.0,0.0,Evin Lewis,West Indies
IPL,27.0,26.0,654.0,477.0,65.0,27.25,137.11,2.0,62.0,36.0,2.0,4.0,0.0,0.0,0.0,0.0,Evin Lewis,West Indies
Test,16.0,30.0,838.0,1138.0,93.0,27.93,73.64,0.0,85.0,27.0,0.0,5.0,0.0,0.0,0.0,0.0,Shimron Hetmyer,West Indies
ODI,56.0,51.0,1539.0,1460.0,139.0,32.06,105.42,3.0,117.0,56.0,3.0,4.0,5.0,0.0,0.0,0.0,Shimron Hetmyer,West Indies
T20,62.0,52.0,942.0,795.0,81.0,20.04,118.5,5.0,63.0,47.0,4.0,5.0,0.0,0.0,0.0,0.0,Shimron Hetmyer,West Indies
IPL,73.0,67.0,1285.0,835.0,75.0,31.34,153.9,26.0,77.0,86.0,2.0,4.0,0.0,0.0,0.0,0.0,Shimron Hetmyer,West Indies
Test,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabian Allen,West Indies
ODI,20.0,16.0,200.0,203.0,51.0,15.38,98.53,3.0,18.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,Fabian Allen,West Indies
T20,39.0,27.0,272.0,199.0,34.0,15.11,136.69,9.0,16.0,21.0,5.0,0.0,0.0,0.0,0.0,0.0,Fabian Allen,West Indies
IPL,5.0,4.0,14.0,19.0,8.0,7.0,73.69,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fabian Allen,West Indies
Test,69.0,123.0,3073.0,5595.0,202.0,29.83,54.93,20.0,359.0,55.0,11.0,14.0,3.0,1.0,0.0,0.0,Jason Holder,West Indies
ODI,138.0,114.0,2237.0,2479.0,99.0,24.86,90.24,24.0,160.0,69.0,11.0,12.0,0.0,0.0,0.0,0.0,Jason Holder,West Indies
T20,63.0,44.0,491.0,380.0,38.0,16.37,129.22,14.0,31.0,27.0,7.0,0.0,0.0,0.0,0.0,0.0,Jason Holder,West Indies
IPL,46.0,27.0,259.0,210.0,47.0,12.33,123.34,6.0,13.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,Jason Holder,West Indies
Test,1.0,1.0,2.0,9.0,2.0,2.0,22.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Andre Russel,West Indies
ODI,56.0,47.0,1034.0,794.0,92.0,27.21,130.23,9.0,94.0,57.0,6.0,4.0,0.0,0.0,0.0,0.0,Andre Russel,West Indies
T20,83.0,72.0,1063.0,648.0,71.0,22.15,164.05,24.0,63.0,89.0,9.0,3.0,0.0,0.0,0.0,0.0,Andre Russel,West Indies
IPL,127.0,106.0,2488.0,1423.0,88.0,28.93,174.85,20.0,171.0,209.0,5.0,11.0,0.0,0.0,0.0,0.0,Andre Russel,West Indies
Test,3.0,5.0,181.0,284.0,69.0,45.25,63.74,1.0,12.0,7.0,1.0,3.0,0.0,0.0,0.0,0.0,Carlos Brathwaite,West Indies
ODI,44.0,37.0,559.0,614.0,101.0,16.44,91.05,3.0,38.0,24.0,2.0,1.0,1.0,0.0,0.0,0.0,Carlos Brathwaite,West Indies
T20,41.0,27.0,310.0,274.0,37.0,14.76,113.14,6.0,13.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,Carlos Brathwaite,West Indies
IPL,16.0,14.0,181.0,111.0,43.0,13.92,163.07,1.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,Carlos Brathwaite,West Indies
